critical_temp,material,alkali_metals,alkaline_earth_metals,transition_metals,posttransition_metals,lanthanoid_metals,metalloids,reactive_nonmetals,noble_gases,tc_quantile
6.23,Mo6Se6.5Te1.5,nan,nan,Mo,nan,nan,Te,Se,nan,low critical temp(< 12 K)
5.88,Mo6Se6Te2,nan,nan,Mo,nan,nan,Te,Se,nan,low critical temp(< 12 K)
6.33,Mo6Se7.5Cl0.5,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
6.52,Mo6Se7Cl1,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
6.49,Mo6Se6.5Cl1.5,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
6.39,Mo6Se6Cl2,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
6.21,Mo5.8Ru0.2Se8,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
5.69,Mo5.6Ru0.4Se8,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
5.43,Mo5.5Ru0.5Se8,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
3.7,Mo5Ru1Se8,nan,nan,Mo,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
6.2,Mo6Se8,nan,nan,Mo,nan,nan,nan,Se,nan,low critical temp(< 12 K)
11.3,La1Mo6Se8,nan,nan,Mo,nan,La,nan,Se,nan,low critical temp(< 12 K)
10.8,La1Mo6Se8,nan,nan,Mo,nan,La,nan,Se,nan,low critical temp(< 12 K)
5.8,La1Mo6S8,nan,nan,Mo,nan,La,nan,S,nan,low critical temp(< 12 K)
10.0,Cu1.8Mo6S8,nan,nan,Mo,nan,nan,nan,S,nan,low critical temp(< 12 K)
10.5,Cu1.8Mo6S8,nan,nan,Mo,nan,nan,nan,S,nan,low critical temp(< 12 K)
13.4,Sn1Mo6S8,nan,nan,Mo,Sn,nan,nan,S,nan,moderate critical temp(< 32 K)
11.8,Sn1Mo6S8,nan,nan,Mo,Sn,nan,nan,S,nan,low critical temp(< 12 K)
14.4,Pb1Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
12.6,Pb1Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
13.3,Pb1Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
2.74,Lu4.5Er0.5Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
1.89,Lu4.5Ho0.5Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
1.0,Lu4.5Dy0.5Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
5.72,Lu5Ir3.44Rh0.56Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
5.68,Lu5Ir3.12Rh0.88Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
5.52,Lu5Ir3.8Co0.2Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
4.0,Lu4.975Sc0.025Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
4.5,Lu4.95Sc0.05Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
5.77,Lu4.9Sc0.1Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
8.23,Sc5Ir4Si10,nan,nan,Sc,nan,nan,Si,nan,nan,low critical temp(< 12 K)
3.91,Lu5Rh4Si10,nan,nan,Rh,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
3.88,Lu5Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
5.9,Lu4.9Sc0.1Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
5.8,Lu5Ir3.12Rh0.88Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
0.62,Ce1Cu1.95Si2.01,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.65,Ce1Cu2Si2,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.54,Ce1Cu2Si1.98Ge0.02,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.37,Ce1Cu2Si1.96Ge0.04,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.27,Ce1Cu2Si1.92Ge0.08,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.2,Ce1Cu2Si1.88Ge0.12,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.19,Ce1Cu2Si1.8Ge0.2,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
38.1,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
5.0,Y2C2Br2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
10.1,Y2Cu2I2,nan,nan,Cu,nan,nan,nan,I,nan,low critical temp(< 12 K)
7.2,Mg1Cu1Ni3,nan,Mg,Ni,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.27,Hf1V2,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.22,V2Hf0.95Y0.05,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.19,V2Hf0.9Y0.1,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.19,V2Hf0.9Ti0.1,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
8.8,V2Hf0.8Ti0.2,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.93,V2Hf0.9Nb0.1,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
10.67,V2Hf0.84Nb0.16,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.82,V2Hf0.9Ta0.1,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
10.45,V2Hf0.87Ta0.13,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
9.85,Y2I2C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
10.35,Y2I1.75Br0.25C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
11.2,Y2I1.6Br0.4C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
11.1,Y2I1.5Br0.5C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
10.5,Y2I1.4Br0.6C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
10.5,Y2I1.3Br0.7C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
10.05,Y2I1.25Br0.75C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
9.6,Y2I1.2Br0.8C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.9,Y2I1Br1C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.0,Y2I0.75Br1.25C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
6.4,Y2I0.6Br1.4C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
6.0,Y2I0.5Br1.5C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
5.8,Y2I0.4Br1.6C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
5.5,Y2I0.25Br1.75C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
10.7,Y2I1.75Cl0.25C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
8.25,Y2I1.5Cl0.5C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
4.7,Y2Br1.75Cl0.25C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
4.4,Y2Br1.5Cl0.5C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
4.15,Y2Br1.25Cl0.75C2,nan,nan,Y,nan,nan,nan,C,nan,low critical temp(< 12 K)
3.85,Y2Br1Cl1C2,nan,nan,Y,nan,nan,nan,C,nan,very low critical temp(< 4 K)
3.7,Y2Br0.75Cl1.25C2,nan,nan,Y,nan,nan,nan,C,nan,very low critical temp(< 4 K)
3.25,Y2Br0.5Cl1.5C2,nan,nan,Y,nan,nan,nan,C,nan,very low critical temp(< 4 K)
2.85,Y2Br0.25Cl1.75C2,nan,nan,Y,nan,nan,nan,C,nan,very low critical temp(< 4 K)
2.3,Y2Cl2C2,nan,nan,Y,nan,nan,nan,C,nan,very low critical temp(< 4 K)
2.0,Ce1Co1In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
2.2,Ce1Co1In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.3,Ce1Ir1In5,nan,nan,Ir,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
0.64,Ce1Rh0.25Ir0.75In5,nan,nan,Ir,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
0.64,Ce1Co0.5Ir0.5In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
0.97,Ce1Rh0.5Ir0.5In5,nan,nan,Rh,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.6,Ce1Co0.5Rh0.5In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
0.72,B3Be1.09,nan,Be,nan,nan,nan,B,nan,nan,very low critical temp(< 4 K)
0.43,Ce1Rh2Si2,nan,nan,Rh,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.52,Ce1Pd2Si2,nan,nan,Pd,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
39.8,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
0.3,Sr1Ti0.97Zr0.03O3,nan,Sr,Ti,nan,nan,nan,O,nan,very low critical temp(< 4 K)
8.2,Ga1,nan,nan,nan,Ga,nan,nan,nan,nan,low critical temp(< 12 K)
3.77,Lu5Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
7.8,Er1Rh4B4,nan,nan,Rh,nan,Er,B,nan,nan,low critical temp(< 12 K)
8.61,Lu1Rh4B4,nan,nan,Rh,nan,Lu,B,nan,nan,low critical temp(< 12 K)
1.17,Er1Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
1.26,Er0.95Y0.05Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
1.6,Er0.9Y0.1Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
2.08,Er0.8Y0.2Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
2.59,Er0.6Y0.4Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
3.66,Er0.4Y0.6Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,very low critical temp(< 4 K)
4.38,Er0.2Y0.8Pd2Sn1,nan,nan,Pd,Sn,Er,nan,nan,nan,low critical temp(< 12 K)
5.26,Y1Pd2Sn1,nan,nan,Pd,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
2.04,Zr1Ir1Si1,nan,nan,Zr,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
3.5,Hf1Ir1Si1,nan,nan,Hf,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
1.72,Zr1Os1Si1,nan,nan,Zr,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
8.5,Mo0.82Re0.18,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
10.0,Mo0.75Re0.25,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
10.5,Mo0.7Re0.3,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
10.2,Mo0.65Re0.35,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
10.0,Mo0.57Re0.43,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
11.5,Mo0.62Re0.38,nan,nan,Mo,nan,nan,nan,nan,nan,low critical temp(< 12 K)
4.3,Ca1Ga1Si1,nan,Ca,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
3.5,Ca1Ga0.74Si1.26,nan,Ca,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
4.2,Sr1Ga0.74Si1.26,nan,Sr,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
4.0,Ba1Ga0.78Si1.22,nan,Ba,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
1.97,La1Ni1Ga2,nan,nan,Ni,Ga,La,nan,nan,nan,very low critical temp(< 4 K)
6.42,Ho1Rh3.72Ru0.28B4,nan,nan,Rh,nan,Ho,B,nan,nan,low critical temp(< 12 K)
6.42,Ho1Rh3.6Ru0.4B4,nan,nan,Rh,nan,Ho,B,nan,nan,low critical temp(< 12 K)
6.14,Ho1Rh3.4Ru0.6B4,nan,nan,Rh,nan,Ho,B,nan,nan,low critical temp(< 12 K)
6.35,Ho1Rh3Ru1B4,nan,nan,Rh,nan,Ho,B,nan,nan,low critical temp(< 12 K)
4.68,Ho1Rh2.6Ru1.4B4,nan,nan,Rh,nan,Ho,B,nan,nan,low critical temp(< 12 K)
1.6,Ho1Rh2.4Ru1.6B4,nan,nan,Rh,nan,Ho,B,nan,nan,very low critical temp(< 4 K)
36.0,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
50.0,Yb1Fe4Al8,nan,nan,Fe,Al,Yb,nan,nan,nan,high critical temp(< 74 K)
2.08,Mo3Sb7,nan,nan,Mo,nan,nan,Sb,nan,nan,very low critical temp(< 4 K)
37.7,Mg0.95Zr0.05B2,nan,Mg,Zr,nan,nan,B,nan,nan,high critical temp(< 74 K)
2.0,C6Ir4O2,nan,nan,Ir,nan,nan,nan,C,nan,very low critical temp(< 4 K)
1.4,Br2,nan,nan,nan,nan,nan,nan,Br,nan,very low critical temp(< 4 K)
12.0,S1,nan,nan,nan,nan,nan,nan,S,nan,low critical temp(< 12 K)
0.65,O2,nan,nan,nan,nan,nan,nan,O,nan,very low critical temp(< 4 K)
15.2,N0.8H2.4Na1Rb2C60,Rb,nan,nan,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
12.1,N0.9H2.7Na1Rb2C60,Rb,nan,nan,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
31.0,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
3.59,Ga5V2,nan,nan,V,Ga,nan,nan,nan,nan,very low critical temp(< 4 K)
3.5,Sr1Ga0.5Si1.5,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
3.4,Sr1Ga0.55Si1.45,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
2.98,Sr1Ga0.6Si1.4,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
2.58,Sr1Ga0.65Si1.35,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
3.17,Sr1Ga0.7Si1.3,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
3.67,Sr1Ga0.75Si1.25,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
4.24,Sr1Ga0.8Si1.2,nan,Sr,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
4.73,Sr1Ga0.9Si1.1,nan,Sr,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
5.1,Sr1Ga1Si1,nan,Sr,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
5.04,Sr1Ga1.1Si0.9,nan,Sr,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
4.75,Sr1Ga1.2Si0.8,nan,Sr,nan,Ga,nan,Si,nan,nan,low critical temp(< 12 K)
3.52,Sr1Ga1.3Si0.7,nan,Sr,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
8.14,Mo0.816Zr0.034B2,nan,nan,Mo,nan,nan,B,nan,nan,low critical temp(< 12 K)
8.11,Mo0.8448Zr0.0352B2,nan,nan,Mo,nan,nan,B,nan,nan,low critical temp(< 12 K)
7.92,Mo0.8736Zr0.0364B2,nan,nan,Mo,nan,nan,B,nan,nan,low critical temp(< 12 K)
7.51,Mo0.9216Zr0.0384B2,nan,nan,Mo,nan,nan,B,nan,nan,low critical temp(< 12 K)
5.74,Mo0.96Zr0.04B2,nan,nan,Mo,nan,nan,B,nan,nan,low critical temp(< 12 K)
4.2,Sr1Al1Si1,nan,Sr,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
3.9,Ba1Ga1Si1,nan,Ba,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
15.8,Lu1Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,moderate critical temp(< 32 K)
7.8,Ca1Al1Si1,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
5.1,Sr1Al1Si1,nan,Sr,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
4.6,Ca1Al1.4Si0.6,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
4.5,Ca1Al1.3Si0.7,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
4.4,Ca1Al1.25Si0.75,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
5.21,Ca1Al1.2Si0.8,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
6.63,Ca1Al1.1Si0.9,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
5.57,Ca1Al0.9Si1.1,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
4.05,Ca1Al0.8Si1.2,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
9.1,B2Nb0.84,nan,nan,Nb,nan,nan,B,nan,nan,low critical temp(< 12 K)
13.7,Y1Ni1.9Pt0.1B2C1,nan,nan,Ni,nan,nan,B,C,nan,moderate critical temp(< 32 K)
12.1,Y1Ni1.6Pt0.4B2C1,nan,nan,Ni,nan,nan,B,C,nan,moderate critical temp(< 32 K)
4.0,Er0.75Tb0.25Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,very low critical temp(< 4 K)
2.0,Er0.7Tb0.3Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,very low critical temp(< 4 K)
2.0,Er0.4Tb0.6Ni2B2C1,nan,nan,Ni,nan,Tb,B,C,nan,very low critical temp(< 4 K)
11.3,Y1Ni2B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
9.2,Er0.9Tb0.1Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
8.3,Er0.85Tb0.15Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
11.0,Y1Ni2B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
7.84,Er0.9Tb0.1Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
6.15,Er0.85Tb0.15Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
5.63,Er0.82Tb0.18Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
4.8,Er0.8Tb0.2Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
8.53,Ho1Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
7.89,Ho0.85Dy0.15Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
6.61,Ho0.8Dy0.2Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
5.86,Ho0.7Dy0.3Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
5.91,Ho0.65Dy0.35Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
6.02,Ho0.6Dy0.4Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
5.91,Ho0.5Dy0.5Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
5.86,Ho0.4Dy0.6Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
6.2,Ho0.2Dy0.8Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
15.96,Lu1Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,moderate critical temp(< 32 K)
11.77,Lu0.772Dy0.228Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,low critical temp(< 12 K)
7.54,Lu0.574Dy0.426Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,low critical temp(< 12 K)
4.35,Lu0.418Dy0.582Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
3.59,Lu0.37Dy0.63Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,very low critical temp(< 4 K)
2.0,Lu0.32Dy0.68Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,very low critical temp(< 4 K)
2.47,Lu0.1Dy0.9Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,very low critical temp(< 4 K)
6.35,Lu0.05Dy0.95Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
6.26,Dy1Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
10.8,Tm1Ni2B2C1,nan,nan,Ni,nan,Tm,B,C,nan,low critical temp(< 12 K)
0.4,Ce2Co1In8,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
2.0,Ce2Rh1In8,nan,nan,Rh,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.62,Ce1Rh1In5,nan,nan,Rh,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
1.2,Ce1Ir1In5,nan,nan,Ir,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
0.5,Ce1Cu2Si1.98Ge0.02,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.4,Ce1Cu2Si1.96Ge0.04,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.15,Ce1Cu2Si1.8Ge0.2,nan,nan,Cu,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
3.58,Y2Pd1Ge3,nan,nan,Y,nan,nan,Ge,nan,nan,very low critical temp(< 4 K)
2.27,Y2Pd1Si2.25C0.75,nan,nan,Y,nan,nan,Si,C,nan,very low critical temp(< 4 K)
2.2,Y2Pd1Si2C1,nan,nan,Y,nan,nan,Si,C,nan,very low critical temp(< 4 K)
14.0,Y0.95Gd0.05Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,moderate critical temp(< 32 K)
12.3,Y0.9Gd0.1Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,moderate critical temp(< 32 K)
10.6,Y0.85Gd0.15Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
8.1,Y0.8Gd0.2Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
7.4,Y0.78Gd0.22Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
4.2,Y0.77Gd0.23Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
4.2,Y0.75Gd0.25Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
2.25,La6Ni2Sn1,nan,nan,Ni,Sn,La,nan,nan,nan,very low critical temp(< 4 K)
13.0,Y0.95Gd0.05Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,moderate critical temp(< 32 K)
11.2,Y0.9Gd0.1Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
9.3,Y0.85Gd0.15Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
6.64,Y0.78Gd0.22Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
4.84,Y0.75Gd0.25Ni2B2C1,nan,nan,Ni,nan,Gd,B,C,nan,low critical temp(< 12 K)
22.0,Mg1B1.6C0.4,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
6.4,Dy1Ni2B2C1,nan,nan,Ni,nan,Dy,B,C,nan,low critical temp(< 12 K)
17.0,Li1,Li,nan,nan,nan,nan,nan,nan,nan,moderate critical temp(< 32 K)
20.0,Li1,Li,nan,nan,nan,nan,nan,nan,nan,moderate critical temp(< 32 K)
16.3,Nb1C0.2N0.64,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
17.2,Nb1C0.2N0.7,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
17.5,Nb1C0.2N0.74,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
16.4,Nb1C0.3N0.57,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
17.3,Nb1C0.3N0.62,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
17.8,Nb1C0.3N0.64,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
17.7,Nb1C0.3N0.7,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.6,Nb1C0.5N0.36,nan,nan,Nb,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
17.0,Nb1C0.5N0.42,nan,nan,Nb,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
17.4,Nb1C0.5N0.47,nan,nan,Nb,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
17.9,Nb1C0.5N0.5,nan,nan,Nb,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
37.0,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
30.0,Mg1B1.96F0.04,nan,Mg,nan,nan,nan,B,F,nan,moderate critical temp(< 32 K)
21.0,Mg1B1.92F0.08,nan,Mg,nan,nan,nan,B,F,nan,moderate critical temp(< 32 K)
16.0,Mg1B1.84F0.16,nan,Mg,nan,nan,nan,B,F,nan,moderate critical temp(< 32 K)
17.6,Nb1C0.2N0.8,nan,nan,Nb,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
38.14,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
38.11,Mg0.996Cu0.004B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
38.05,Mg0.989Cu0.011B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
37.8,Mg0.982Cu0.018B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
